key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,v1_decision,v1_reason,doi,keywords,pubmed_id,pmc_id
rayyan-642911500,Sleep Bruxism in Thai Obstructive Sleep Apnea Patients.,2025,1,1,,,,,,Kaongampanich N and Hosiriluck N and Triprateepsilp N and Pholsiripathom S and Chatchaiyan N,https://pubmed.ncbi.nlm.nih.gov/38971708/,,,,"OBJECTIVES: To investigate the prevalence of sleep bruxism (SB) in Thai obstructive sleep apnea (OSA) patients and to identify demographic characteristics and specific sleep parameters associated with SB.METHODS: A total of 119 medical records, each containing full-night type I polysomnography from Thai patients with OSA, were included. SB was detected using surface electromyography of the masseter muscle. SB was diagnosed when the SB index reached at least two episodes per hour of sleep. The differences in demographic characteristics and sleep parameters between SB and non-SB groups were analysed. Multivariate logistic regression analysis was performed to determine the associated factors for SB.RESULTS: Among Thai patients diagnosed with OSA, 50.4% concurrently experienced SB, predominantly of the tonic type. The study revealed a higher prevalence of SB in males compared to females. The SB group demonstrated significantly higher values in the apnea-hypopnea index (AHI), Epworth Sleepiness Scale (ESS), Arousal Index (AI), and Respiratory Arousal Index (RAI) compared to the non-SB group. Multivariate logistic regression analysis indicated that a lower body mass index (BMI), higher ESS, and increased severity of AHI were significantly associated with SB.CONCLUSIONS: The study revealed that half of Thai patients diagnosed with OSA also exhibited SB. Male, AHI, ESS, AI, and RAI appeared to be potential correlates for the presence of SB. Lower BMI, higher ESS, and elevated AHI can be factors associated with SB in Thai OSA patients.CLINICAL RELEVANCE: The prevalence of SB among Thai patients diagnosed with OSA and the factors associated with its occurrence were investigated.",Excluded,EC4,10.1016/j.identj.2024.06.001,,,
rayyan-642911502,Systemic markers of inflammation and immune activation in patients with obstructive sleep apnea and paroxysmal atrial fibrillation.,2025,1,1,,,,,,Hunt TE and Traaen GM and Aakerøy L and Øverland B and Bendz C and Michelsen AE and Steinshamn S and Haugaa KH and Anfinsen OG and Aukrust P and Broch K and Akre H and Loennechen JP and Gullestad L and Ueland T,https://pubmed.ncbi.nlm.nih.gov/40514250/,,,,"BACKGROUND: Atrial fibrillation (AF) and obstructive sleep apnea (OSA) frequently coexist, contributing to cardiovascular risk, possibly through shared inflammatory pathways. The specific role of inflammatory markers in patients with AF and OSA is not well established.AIM: This study aimed to determine whether markers of inflammation and immune activation are elevated in patients with paroxysmal AF and OSA, assess the effects of continuous positive airway pressure (CPAP) and pulmonary vein isolation (PVI) on these markers, and evaluate their association with clinical outcomes, such as AF recurrence and thromboembolic risk.METHODS: We studied 143 patients with paroxysmal AF and moderate to severe OSA (apnea-hypopnea index =15). Of these, 99 were randomised to receive CPAP plus standard care (n = 51) or standard care alone (n = 48). A comparison group of 19 patients with paroxysmal AF and mild/no OSA (AHI <15) and 22 healthy controls were also included. Inflammatory markers related to leukocyte activation, vascular inflammation, and extracellular matrix remodelling were assessed at baseline, 6 months and 12 months follow-up.RESULTS: Patients with OSA and paroxysmal AF had higher levels of NGAL, PTX-3, GDF-15, MMP-9, VCAM1 and ANGP2 than healthy controls. These markers correlated poorly with AF and OSA severity. There was no modifying effect of CPAP on any marker. PTX3 was associated with AF recurrence and a high-risk score for thromboembolic stroke.CONCLUSION: Moderate to severe OSA and AF are associated with elevated inflammatory markers. However, CPAP therapy did not significantly affect these levels. PTX-3 may hold prognostic value for AF recurrence and thromboembolic risk.",Excluded,EC-O,10.1016/j.ejim.2025.05.028,,,
rayyan-642911503,Association between Obstructive Sleep Apnea and SYNTAX Score.,2020,1,1,,,,,,Ishiwata S and Tomita Y and Ishiwata S and Narui K and Daida H and Kasai T,https://pubmed.ncbi.nlm.nih.gov/33076434/,,,,"Obstructive sleep apnea (OSA) is related to an increased risk of cardiovascular diseases, including coronary artery disease (CAD). We investigated the association between OSA and the severity of CAD by assessing coronary angiography findings. We retrospectively analyzed patients who underwent their first coronary angiography to evaluate CAD and polysomnography (PSG) to investigate the severity of OSA in our hospital from March 2002 to May 2015. The severity of CAD was determined based on coronary angiography findings using the SYNTAX score. The patients were divided into two groups according to the apnea-hypopnea index (AHI): mild OSA (AHI < 15/h) and moderate-to-severe OSA (AHI = 15/h). Overall, 98 patients were enrolled. The SYNTAX score was significantly different between the two groups (p = 0.001). After adjustment for other risk factors, including age, sex, obesity, hypertension, hyperlipidemia, diabetes mellitus, smoking status, and family history of CAD, moderate-to-severe OSA significantly correlated to the SYNTAX score (partial correlations = 0.24, p = 0.039). These results suggest that the severity of CAD is related to moderate-to-severe OSA.",Included,IC1,10.3390/jcm9103314,,,
rayyan-642911504,Polysomnographic correlates of self-and caregiver-reported sleep problems in post-stroke patients.,2025,1,1,,,,,,Tayade K and Vibha D and Singh RK and Pandit AK and Ramanujam B and Das A and Elavarasi A and Agarwal A and Srivastava AK and Tripathi M,https://pubmed.ncbi.nlm.nih.gov/40740848/,,,,"BACKGROUND: Post-stroke sleep disorders (PSSD) are under-reported and under-treated, despite their impact on recovery, quality of life, and post-stroke depression. Although polysomnography (PSG) is the gold standard for diagnosis, its limited availability leads to underdiagnosis.AIMS: To assess the prevalence of PSSD based on patient- and caregiver-reported data, and to evaluate their concordance with findings from overnight PSG in post-stroke patients.METHODS: In this cross-sectional study, adult patients (aged =18 years) with ischemic or hemorrhagic stroke (1 month to 1 year post-onset) were assessed. Sleep-related history was obtained from patients and caregivers. Sleep quality was evaluated using the Pittsburgh Sleep Quality Index (PSQI), risk of obstructive sleep apnea (OSA) was assessed with the STOP-BANG questionnaire, and depression and anxiety were evaluated with the Hamilton Depression Rating Scale (HAM-D) and Hamilton Anxiety Rating Scale (HAM-A), respectively. Stroke severity and outcomes were evaluated using the modified Rankin Scale (mRS) and Stroke-Specific Quality of Life Scale (SS-QoL). A subset underwent overnight PSG using a 14-channel SOMNOmedics system, analyzed per American Academy of Sleep Medicine (AASM) criteria. The Apnea-Hypopnea Index (AHI) was used to quantify sleep-disordered breathing.RESULTS: Out of 103 enrolled patients, 41 (39.8%) underwent PSG. While only 23.3% (n=24) of patients and 11.7% (n=12) of caregivers independently reported sleep disturbances after stroke, specific questioning increased detection to 62%. PSG revealed obstructive sleep apnea (OSA) in 62% of those denying sleep issues and in 100% of those self-reporting problems. Periodic limb movement disorder in sleep (PLMS) was present in 34.5% of asymptomatic individuals. Higher STOP-BANG scores and longer stroke duration were seen in the PSG group. Wakefulness after sleep onset (WASO) >120 minutes was more common in patients with PSQI >5. AHI >5 was present in 65.8%, but not associated with any demographic, clinical, or questionnaire-based variables.CONCLUSION: There is poor correlation between self/caregiver-reported sleep problems and PSG-confirmed diagnoses in post-stroke patients. Proactive screening using structured questionnaires and PSG (or alternatives such as actigraphy) is essential in resource-limited settings to detect and treat sleep disorders that may impact recovery.",Included,"IC1, IC2",10.3389/fneur.2025.1587378,,,
rayyan-642911505,Screening for obstructive sleep apnea before coronary angiography.,2023,1,1,,,,,,Pei G and Ou Q and Chen Y and Xu Y and Tan J,https://pubmed.ncbi.nlm.nih.gov/36404580/,,,,"INTRODUCTION: The prevalence of obstructive sleep apnea (OSA) in patients with suspected coronary heart disease (CHD) is yet to be clarified. This study aimed to investigate the prevalence of OSA before coronary angiography (CAG).METHODS: We retrospectively evaluated patients with suspected CHD admitted to the Department of Geriatric Cardiology of our hospital between July 2019 and July 2021. OSA was screened using the level III home sleep apnea test before CAG. The prevalence of OSA was then compared between the CHD and non-CHD groups. CHD severity was determined using the Gensini score of CAG results, and OSA severity was graded using the apnea-hypopnea index (AHI).RESULTS: Among the 327 patients, 211 had CHD. In total, 264 patients were diagnosed with OSA (80.7%) (184 patients, CHD group [87.2%]; 80 patients, non-CHD group [69.0%]). The CHD group had a significantly higher prevalence of OSA (P < 0.01) and higher AHI (CHD group 18.76 ± 14.94, non-CHD group 11.56 ± 10.67, P < 0.01). The Gensini score was positively correlated with OSA severity in patients with CHD, and AHI = 20 was a risk factor for CHD (odds ratio: 1.961, 95% confidence interval: 1.065-3.608, P < 0.05).CONCLUSION: OSA screening before CAG revealed a higher prevalence in CHD patients than in non-CHD patients. The degree of coronary artery obstruction is positively correlated with AHI, and AHI = 20 is a risk factor for CHD. Therefore, attention should be paid to OSA screening and management before CAG in patients with suspected CHD.",Included,IC1,10.1111/crj.13556,,,
rayyan-642911506,Cardiovascular manifestations in obstructive sleep apnea: current evidence and potential mechanisms.,2021,1,1,,,,,,O'Donnell C and O'Mahony AM and McNicholas WT and Ryan S,https://pubmed.ncbi.nlm.nih.gov/34184854/,,,,"Obstructive sleep apnea (OSA) is an increasingly prevalent health concern characterized by repeated episodes of pharyngeal collapse during sleep. It is frequently associated with daytime sleepiness and impaired functional capacity, but it is also linked to cardiovascular disease by a growing body of epidemiological, clinical, and translational research. The severity of OSA is traditionally evaluated by the apnea-hypopnea index (AHI), but the value of this marker as a predictor of cardiovascular outcomes is limited. Thus, there is an increasing focus on alternative classification methods such as the hypoxic burden, other polysomnographic traits, and phenotypic subgroups based on clinical symptoms. There is a need to identify subgroups of patients with OSA who will benefit most from treatment, as recent large randomized controlled trials in selected populations have failed to show benefit in reducing overall cardiovascular mortality. Obstructive sleep apnea adversely affects cardiovascular structure and function by several distinct mechanisms such as intermittent hypoxia, sleep fragmentation, and intrathoracic pressure swings. These mechanisms lead to sympathetic activation, inflammation, and oxidative stress, which may result in the clinical consequences of OSA such as hypertension, coronary artery disease, heart failure, and cerebrovascular disease. This review focuses on the epidemiology and potential mechanisms of cardiovascular diseases in OSA. Furthermore, we will briefly discuss the role of personalized medicine, alternative treatment options, and precise phenotyping to optimize treatment of this complex condition and its associated cardiovascular risk.",Excluded,EC-O,10.20452/pamw.16041,,,
rayyan-642911507,OSA Treatment on Cardio- and Cerebrovascular Comorbidities: A Long-term Nationwide Cohort Study.,2022,1,1,,,,,,Yang KL and Lin PW and Chang CT and Liu PH and Lin HC and Friedman M and Salapatas AM,https://pubmed.ncbi.nlm.nih.gov/34905426/,,,,"OBJECTIVE: To compare the cardio- and cerebrovascular outcomes and survival rates of surgical and nonsurgical interventions for patients with obstructive sleep apnea (OSA) based on a national population-based database.STUDY DESIGN: Retrospective cohort study.SETTING: Taiwan National Health Insurance Research Database.METHODS: We analyzed all cases of OSA among adults (age >20 years and confirmed with ICD-9-CM) from January 2001 to December 2013. We compared the patients with OSA who received upper airway surgery with age-, sex-, and comorbidity index-matched controls with continuous positive airway pressure (CPAP) treatment. The risk of myocardial infarction (MI) or stroke after treatment of OSA-related surgery versus CPAP was investigated.RESULTS: During follow-up, 112 and 92 incident cases of MI occurred in the OSA surgery and CPAP treatment groups, respectively (rates of 327 and 298 per 100,000 person-years). Furthermore, 50 and 39 cases were newly diagnosed with stroke in the OSA surgery and CPAP treatment groups (rates of 144 and 125 per 100,000 person-years). Cox proportional hazard regressions showed that the OSA treatment groups (OSA surgery vs CPAP) were not significantly related to MI (hazard ratio, 1.03 [95% CI, 0.781-1.359]; P = .833) and stroke (hazard ratio, 1.12 [95% CI, 0.736-1.706]; P = .596) at follow-up, after adjustment for sex, age at index date, days from diagnosis to treatment, and comorbidities.CONCLUSION: Our study demonstrated that there was no difference of cardio- and cerebrovascular results between CPAP and surgery for patients with OSA in a 13-year follow-up.LEVEL OF EVIDENCE: 3.",Excluded,EC4,10.1177/01945998211065656,,,
rayyan-642911508,[Clinical Characteristics of Obstructive Sleep Apnea and Comorbid Primary Aldosteronism].,2023,1,1,,,,,,Shen YY and Zhu J and Shi Y and Tan L and Li TM and Lei F and Tang XD,https://pubmed.ncbi.nlm.nih.gov/36949690/,,,,"OBJECTIVE: To explore the characteristics of patients with obstructive sleep apnea (OSA) and comorbid primary aldosteronism (PA) and to explore the relevant factors affecting plasma aldosterone concentration.METHODS: A total of 105 patients diagnosed with PA and admitted at West China Hospital, Sichuan University between January 2016 and December 2021 were retrospectively analyzed. The subjects were divided into a PA with comorbid snoring group (n=20) and a PA with comorbid OSA group (n=85) based on the results of polysomnography (PSG). The PA with comorbid OSA group was further divided into mild, moderate, and severe subgroups according to the apnea-hypopnea index (AHI). A total of 85 outpatients diagnosed with OSA were included as the control group. Demographic, clinical, biochemical, and PSG data were compared between the groups.RESULTS: Compared with patients with only OSA, a significantly higher proportion of patients with OSA and comorbid PA had hypertension and elevated levels of systolic and diastolic blood pressure (P<0.05). In addition, patients with OSA and comorbid PA had significantly increased AHI and significantly decreased mean oxygen saturation and sleep efficiency (P<0.05). The more severe the OSA was, the higher levels of BMI, cholesterol, low-density lipoprotein, and uric acid the PA patients had. Linear regression analysis showed that the lowest oxygen saturation (ß=-0.222, P=0.045) was negatively correlated with plasma aldosterone concentration.CONCLUSION: Comorbidity with PA can aggravate the clinical manifestations of OSA, while OSA further disrupted the metabolism of lipids and uric acid in PA patients. Plasma aldosterone concentrations in patients with comorbid OSA and PA were affected by the lowest oxygen saturation level.",Excluded,EC4,10.12182/20230360213,,,
rayyan-642911509,Perioperative Delta Weight and Pediatric Obstructive Sleep Apnea Resolution after Adenotonsillectomy.,2024,1,1,,,,,,Dang QL and Ulualp S and Mitchell RB and Johnson RF,https://pubmed.ncbi.nlm.nih.gov/38551307/,,,,"OBJECTIVE(S): The first-line treatment for pediatric obstructive sleep apnea (OSA) is adenotonsillectomy. Post-operative weight gain is a well-documented phenomenon. We hypothesized that higher peri-adenotonsillectomy delta weight correlates with lower rates of OSA resolution in pediatric patients.METHODS: This was a retrospective cohort study consisting of 250 patients from 2 to 17 years of age at a tertiary academic medical center between January 2021 and December 2022. Polysomnography results and body mass index (BMI) changes were collected through the electronic health record. Univariate and multivariate logistical regression analyses were performed, adjusting for confounding factors.RESULTS: Perioperative delta weight and pre-operative baseline AHI values were significant predictors of residual OSA. For every 1-kilogram gain in weight, the odds of residual OSA (AHI >5) increase by 6.0% (OR = 1.06, 95% CI = 1.02-1.10, p < 0.002), and the odds of residual severe OSA (AHI > 10) increase by 8% (OR = 1.08, 95% CI = 1.04-1.12, p < 0.001). Increased AHI, Black/African American race, and male sex were also factors associated with incomplete OSA resolution.CONCLUSIONS: Increased peri-adenotonsillectomy delta weight is associated with higher rates of residual OSA in children. Patients and families should be counseled about appropriate weight loss and control methods before adenotonsillectomy.LEVEL OF EVIDENCE: IV Laryngoscope, 134:4141-4147, 2024.",Excluded,EC4,10.1002/lary.31417,,,
rayyan-642911510,Symptom and comorbidity burden in hypertensive patients with obstructive sleep apnea.,2024,1,1,,,,,,Tao M and Dong X and Tu J and Fang Q and Shao C,https://pubmed.ncbi.nlm.nih.gov/38501097/,,,,"BACKGROUND: Obstructive sleep apnea (OSA) is an important but frequently overlooked risk factor for hypertension (HTN). The prevalence of hypertension is high in patients with OSA, but the differences in clinical symptoms and comorbidities between patients with OSA with hypertension and those with normal blood pressure have not been fully defined.METHODS: This study retrospectively analyzed OSA patients diagnosed for the first time in Lihuili Hospital Affiliated to Ningbo University from 2016 to 2020. Patients were divided into an OSA group with hypertension and an OSA group without hypertension. The sociodemographic information, clinical symptoms, comorbidities, and polysomnography results of the two groups were compared. The independent risk factors associated with hypertension in patients with OSA were explored.RESULTS: A total of 1108 patients with OSA initially diagnosed were included in the study, including 387 with hypertension and 721 without. Compared with OSA patients without hypertension, OSA patients with hypertension were older; had a higher body mass index (BMI) and Epworth sleepiness score (ESS); a higher incidence of nocturia; and a higher proportion of diabetes mellitus, coronary heart disease, and cerebrovascular disease. Multivariate analysis showed age (odds ratio [OR]:1.06, 95% confidence interval [CI]:1.04-1.08), BMI (OR:1.17, 95% CI:1.11-1.23), ESS score (OR:0.97, 95%CI: 0.94-1.00) and nocturia symptoms (OR:1.64, 95% CI:1.19-2.27) was independently associated with hypertension in OSA patients, and comorbid diabetes (OR: 3.86, 95% CI: 2.31-6.45), coronary heart disease (OR: 1.90, 95% CI:1.15-3.16), and ischemic stroke (OR: 3.69,95% CI:1.31-10.40) was independently associated with hypertension in OSA patients.CONCLUSION: Compared to OSA patients with normal blood pressure, OSA patients with hypertension had more significant daytime sleepiness, more frequent nocturnal urination, and a higher risk of diabetes, coronary heart disease, and cerebrovascular disease.",Included,"IC1, IC2",10.3389/fendo.2024.1361466,,,
rayyan-642911511,Adult obstructive sleep apnea treated with tonsillectomy: a randomized controlled clinical trial.,2025,1,1,,,,,,Makkonen J and Blomster H and Raappana A and Markkanen S and Numminen J and Kivekäs I and Valtonen O and Rautiainen M and Tuomilehto H,https://pubmed.ncbi.nlm.nih.gov/40957567/,,,,"BACKGROUND: Continuous positive airway pressure (CPAP) is the standard treatment for adult obstructive sleep apnea (OSA), but adherence is often suboptimal. Surgical options, such as tonsillectomy, may be considered in selected patients.AIMS/OBJECTIVES: To compare the effectiveness of tonsillectomy with lifestyle counseling in adult patients with OSA.MATERIAL AND METHODS: This randomized controlled trial included 29 patients with primarly mild to moderate OSA and BMI = 35. Participants were randomly assigned to receive either lifestyle counseling (n = 17) or tonsillectomy (n = 12). In-laboratory polysomnography was performed at baseline and after one year to assess changes in OSA severity based on the apnea-hypopnea index (AHI).RESULTS: The tonsillectomy group showed a statistically and clinically significant reduction in AHI, resulting in a shift in average OSA severity from moderate to mild. In contrast, the control group showed no significant change, with OSA severity remaining at a moderate level on average.CONCLUSIONS AND SIGNIFICANCE: Tonsillectomy may be an effective treatment option for selected adult patients with mild to moderate OSA and no more than mild obesity. These findings support the role of tonsillectomy as a treatment alternative for patients non-adherent to conservative treatments, and may assist in individualized care of non-severe OSA.Trial registration: ClinicalTrials.gov Identifier: NCT00747890 (registered 2008-09-04).",Excluded,EC-O,10.1080/00016489.2025.2557566,,,
rayyan-642911512,OSA-Onset: An algorithm for predicting the age of OSA onset.,2023,1,1,,,,,,Olaithe M and Hagen EW and Barnet JH and Eastwood PR and Bucks RS,https://pubmed.ncbi.nlm.nih.gov/37348284/,,,,"STUDY OBJECTIVES: There is currently no way to estimate the period of time a person has had obstructive sleep apnoea (OSA). Such information would allow identification of people who have had an extended exposure period and are therefore at greater risk of other medical disorders; and enable consideration of disease chronicity in the study of OSA pathogenesis/treatment.METHOD: The 'age of OSA Onset' algorithm was developed in the Wisconsin Sleep Cohort (WSC), in participants who had =2 sleep studies and not using continuous positive airway pressure (n = 696). The algorithm was tested in a participant subset from the WSC (n = 154) and the Sleep Heart Health Study (SHHS; n = 705), those with an initial sleep study showing no significant OSA (apnea-hypopnea index (AHI) < 15 events/hr) and later sleep study showing moderate to severe OSA (AHI=15 events/hr).RESULTS: Regression analyses were performed to identify variables that predicted change in AHI over time (BMI, sex, and AHI; beta weights and intercept used in the algorithm). In the WSC and SHHS subsamples, the observed years with OSA was 3.6 ± 2.6 and 2.7 ± 0.6 years, the algorithm estimated years with OSA was 10.6 ± 8.2 and 9.0 ± 6.2 years.CONCLUSIONS: The OSA-Onset algorithm estimated years of exposure to OSA with an accuracy of between 6.6 and 7.8 years (mean absolute error). Future studies are needed to determine whether the years of exposure derived from the OSA-Onset algorithm is related to worse prognosis, poorer cognitive outcomes, and/or poorer response to treatment.",Included,"IC2, IC3, IC4",10.1016/j.sleep.2023.05.018,,,
rayyan-642911513,Predicting sleep apnea from three-dimensional face photography.,2020,1,1,,,,,,Eastwood P and Gilani SZ and McArdle N and Hillman D and Walsh J and Maddison K and Goonewardene M and Mian A and Peter R. Eastwood and Syed Zulqarnain Gilani and Nigel McArdle and David R. Hillman and Jennifer H. Walsh and Kathleen J. Maddison and Mithran S. Goonewardene and Ajmal Mian,https://pubmed.ncbi.nlm.nih.gov/32003736/,,,,"STUDY OBJECTIVES: Craniofacial anatomy is recognized as an important predisposing factor in the pathogenesis of obstructive sleep apnea (OSA). This study used three-dimensional (3D) facial surface analysis of linear and geodesic (shortest line between points over a curved surface) distances to determine the combination of measurements that best predicts presence and severity of OSA.METHODS: 3D face photographs were obtained in 100 adults without OSA (apnea-hypopnea index [AHI] < 5 events/h), 100 with mild OSA (AHI 5 to < 15 events/h), 100 with moderate OSA (AHI 15 to < 30 events/h), and 100 with severe OSA (AHI = 30 events/h). Measurements of linear distances and angles, and geodesic distances were obtained between 24 anatomical landmarks from the 3D photographs. The accuracy with which different combinations of measurements could classify an individual as having OSA or not was assessed using linear discriminant analyses and receiver operating characteristic analyses. These analyses were repeated using different AHI thresholds to define presence of OSA.RESULTS: Relative to linear measurements, geodesic measurements of craniofacial anatomy improved the ability to identify individuals with and without OSA (classification accuracy 86% and 89% respectively, P < .01). A maximum classification accuracy of 91% was achieved when linear and geodesic measurements were combined into a single predictive algorithm. Accuracy decreased when using AHI thresholds = 10 events/h and = 15 events/h to define OSA although greatest accuracy was always achieved using a combination of linear and geodesic distances.CONCLUSIONS: This study suggests that 3D photographs of the face have predictive value for OSA and that geodesic measurements enhance this capacity.",Excluded,EC4,10.5664/jcsm.8246,,,
rayyan-642911514,Clinical characteristics and outcomes of positional obstructive sleep apnea: the sleep heart health study.,2025,1,1,,,,,,Chen LD and Wu SC and Lin XJ and Yang CD and Cai ZM and Lin L and Lian NF and Wu Z,https://pubmed.ncbi.nlm.nih.gov/40281320/,,,,"PURPOSE: Positional obstructive sleep apnea (POSA) is common among obstructive sleep apnea (OSA) patients and exhibits distinct clinical features. This study aimed to analyze the clinical characteristics and associated factors of POSA, as well as compare the outcomes between POSA and non-POSA (NPOSA).METHODS: OSA subjects aged over 40 years from the Sleep Heart Health Study were included in this study. OSA was classified into POSA and NPOSA according to the Cartwright criteria. Univariate and multivariable logistic regression analyses were conducted to identify predictors of POSA. The incidence of outcome events across the two groups was assessed using cumulative hazard curves and compared with the log-rank test.RESULTS: A total of 1,080 OSA subjects were included, with 412 in the NPOSA group and 668 in the POSA group. In the univariate analysis, body mass index, diabetes, apnea-hypopnea index (AHI), the percentage of sleep time with oxygen saturation below 90% (CT90) and arousal index were inversely associated with POSA, average oxygen saturation during sleep and minimum oxygen saturation during sleep were positively associated with POSA. In the multivariate analysis, AHI (OR 0.98, 95% CI 0.97 to 0.99, p = 0.006) and CT90 (OR 0.98, 95% CI 0.96 to 1.00, p = 0.027) remained significantly inversely associated with POSA after adjusting for other variables. There was no significant difference in the cumulative hazard of myocardial infarction, stroke, congestive heart failure, or all-cause mortality between the two groups during the mean follow-up period of 11 years.CONCLUSIONS: This study identified AHI and CT90 as independent predictive factors for POSA. There was no significant difference in the incidence of myocardial infarction, stroke, congestive heart failure, or all-cause mortality between POSA and NPOSA.",Included,"IC1, IC4",10.1007/s00405-025-09409-6,,,
rayyan-642911515,Obstructive Sleep Apnea and Oxygenation in Very Old Adults: A Propensity-Score Match Study.,2024,1,1,,,,,,Soria Robles AI and Aguado Blanco C and Juárez España M and Andrés Pretel F and Massó Núñez ML and Vizcaíno García MS and Abizanda P and Coloma Navarro R,https://pubmed.ncbi.nlm.nih.gov/38763163/,,,,"OBJECTIVES: The prevalence of obstructive sleep apnea (OSA) escalates with advancing age. Although the apnea-hypopnea index (AHI) is the standard measure for assessing OSA severity, it does not account for additional oximetric parameters that may influence disease progression in older adults. This study aimed to evaluate disparities in respiratory polygraphy/polysomnography parameters among patients with OSA, stratified by age and sex.DESIGN: Retrospective propensity score-matched study.SETTING AND PARTICIPANTS: Sleep unit of a university hospital; 11,747 participants, 210 aged 80 years or older.METHODS: Propensity score matching was used to establish 4 age cohorts, with the 210 oldest adults serving as the reference group. Primary outcome variables included the total sleep time with oxygen saturation (SaO2) below 90% (T90), average SaO2, minimum SaO2, and AHI. The association between T90 and AHI, as well as the severity of OSA, was assessed across the 4 age categories.RESULTS: Despite comparable AHI scores, the oldest patients with OSA exhibited the highest T90 and the lowest SaO2 levels compared to younger counterparts. The proportion of patients with severe OSA and T90 in the highest quartile increased with age: 12.5% in young adults, 14.8% in adults, 21.7% in the old, and 34% in the very old participants (P < .001). old and very old patients had a greater likelihood of being in the most severe OSA category compared to the younger ones, with odds ratios (OR) 2.57 (95% CI 1.42-4.65) and 5.52 (95% CI 3.06-9.97), respectively. These patterns were more pronounced in women of advanced age, indicating a sex-specific variation in disease severity with increasing age.CONCLUSIONS AND IMPLICATIONS: Old patients with OSA, particularly women, demonstrate elevated T90 and reduced SaO2 levels, irrespective of AHI, indicating a hypoxemia increased risk. The diagnostic criteria, management, and outcomes for OSA may require adaptations to address the unique needs of very old populations.",Excluded,EC4,10.1016/j.jamda.2024.105023,,,
rayyan-642911516,Obstructive Sleep Apnea and Stroke: Determining the Mechanisms Behind their Association and Treatment Options.,2024,1,1,,,,,,Mohamed B and Yarlagadda K and Self Z and Simon A and Rigueiro F and Sohooli M and Eisenschenk S and Doré S,https://pubmed.ncbi.nlm.nih.gov/36922470/,,,,"Sleep-disordered breathing (SDB) can be a sequela of stroke caused by vascular injury to vital respiratory centers, cerebral edema, and increased intracranial pressure of space-occupying lesions. Likewise, obstructive sleep apnea (OSA) contributes to increased stroke risk through local mechanisms such as impaired ischemic cerebrovascular response and systemic effects such as promoting atherosclerosis, hypercoagulability, cardiac arrhythmias, vascular-endothelial dysfunction, and metabolic syndrome. The impact of OSA on stroke outcomes has been established, yet it receives less attention in national guidelines on stroke management than hyperglycemia and blood pressure dysregulation. Furthermore, whether untreated OSA worsens stroke outcomes is not well-described in the literature. This scoping review provides an updated investigation of the correlation between OSA and stroke, including inter-relational pathophysiology. This review also highlights the importance of OSA treatment and its role in stroke outcomes. Knowledge of pathophysiology, the inter-relationship between these common disorders, and the impact of OSA therapy on outcomes affect the clinical management of patients with acute ischemic stroke. In addition, understanding the relationship between stroke outcomes and pre-existing OSA will allow clinicians to predict outcomes while treating acute stroke.",Excluded,EC-O,10.1007/s12975-023-01123-x,,,
rayyan-642911517,Evaluation of wakefulness electroencephalogram in OSA patients.,2024,1,1,,,,,,Ferreira I and Guerra P and Pinto N and Alfaiate D and Pereira A,https://pubmed.ncbi.nlm.nih.gov/39028483/,,,,"OBJECTIVE: Obstructive sleep apnea (OSA) has been associated with an elevated cardiovascular risk, increased daytime sleepiness, cognitive decline, and slower electroencephalographic activity (EEG). This study assesses EEG patterns during wakefulness in OSA patients compared to those without sleep-disordered breathing.MATERIALS AND METHODS: This retrospective study analyzed 30 OSA patients with an Apnea/Hypopnea Index (AHI) of 15 or higher, as well as 29 individuals without sleep-disordered breathing (AHI of 5 or lower) who underwent hospital polysomnography and met all inclusion criteria. Sociodemographic and EEG data were obtained from the sleep laboratory database. Blinded EEG analysis was conducted by two observers, assessing activity in the frontal, central, and occipital regions.RESULTS: No significant differences were observed in EEG activity between OSA and non-OSA patients. However, a weak correlation was found between decreased C3 EEG frequency and higher AHI (p = 0.033), as well as increased total sleep time and higher O2 EEG frequency (p = 0.038). Lower amplitudes in C3 (p = 0.043) and O1 (p = 0.031) were correlated with reduced average oxygen saturation.CONCLUSION: Our findings suggest that OSA-related hypoxemia may impact neuronal activity, highlighting the need to address this sleep-disordered breathing in order to potentially prevent the cognitive decline observed in OSA patients.",Excluded,EC4,10.1007/s11325-024-03116-y,,,
